"      0090",916.05
"      0134",1336.49
"      0196",1289.32
"      0203",859.5
"      1294",916.05
"      1453",916.05
"      1621",2122.66
"      1680",1713.85
"      1687",1383.66
"      1705",2358.52
"      1737",863.6999999999999
"      1783",1713.85
"      1824",871.71
"      1917",2122.66
"      1965",1713.85
"      1986",1713.85
"      2045",2122.66
"      2119",1016.99
"      2229",1713.85
"      2260",916.05
"      2272",1383.66
"      2293",2358.52
"      2363",1713.85
"      2404",1713.85
"      2451",1713.85
"      2549",863.6999999999999
"      2557",2122.66
"      2564",1713.85
"      2585",1383.66
"      2615",2122.66
"      2662",1383.66
"      2670",1713.85
"      2682",1713.85
"      2688",2122.66
"      2696",1713.85
"      2703",2122.66
"      2737",1713.85
"      2763",2122.66
"      2764",2122.66
"      2771",1383.66
"      2802",1383.66
"      2805",1713.85
"      2902",1383.66
"      2917",1713.85
"      2996",1383.66
"      3002",1383.66
"      3009",1383.66
"      3010",1713.85
"      3066",1635.24
"      3128",863.6999999999999
"      3140",1336.49
"      3186",1635.24
"      3246",1635.24
"      3303",1635.24
"      3323",1635.24
"      3330",1478.0
"      3348",1635.24
"      3376",871.71
"      3382",871.71
"      3386",863.6999999999999
"      3420",871.71
"      3424",1336.49
"      3447",871.71
"      3463",871.71
"      3509",1336.49
"      3519",2122.66
"      3526",1336.49
"      3528",871.71
"      3558",1886.81
"      3590",871.71
"      3643",972.49
"      3654",1336.49
"      3665",2122.66
"      3674",1635.24
"      3692",871.71
"      3709",1289.32
"      3723",1289.32
"      3735",1478.0
"      3739",1289.32
"      3742",2122.66
"      3747",1556.62
"      3757",1556.62
"      3772",1556.62
"      3792",1556.62
"      3806",1556.62
"      3807",1289.32
"      3824",2358.52
"      3833",871.71
"      3839",871.71
"      3840",871.71
"      3842",1194.98
"      3845",858.81
"      3846",1430.83
"      3849",1289.32
"      3956",1556.62
"      3959",858.81
"      3993",858.81
"      4001",1556.62
"      4014",1289.32
"      4044",2044.05
"      4063",1289.32
"      4073",1289.32
"      4092",1556.62
"      4094",859.5
"      4102",1289.32
"      4104",3223.31
"      4117",858.81
"      4126",1556.62
"      4164",858.81
"      4172",1635.24
"      4196",1556.62
"      4207",1556.62
"      4218",1289.32
"      4247",1556.62
"      4266",1289.32
"      4268",1289.32
"      4276",1556.62
"      4291",1289.32
"      4305",1289.32
"      4309",2044.05
"      4314",2044.05
"      4340",2044.05
"      4399",858.81
"      4417",1289.32
"      4418",2044.05
"      4425",1556.62
"      4428",858.81
"      4433",2279.9
"      4435",1289.32
"      4444",1289.32
"      4500",2279.9
"      4511",1289.32
"      4512",1289.32
"      4513",1289.32
"      4528",1289.32
"      4529",1289.32
"      4545",846.08
"      4546",953.31
"      4549",846.08
"      4551",1289.32
"      4556",1147.81
"      4564",858.81
"      4581",1965.43
"      4582",1242.15
"      4598",855.3000000000001
"      4599",1242.15
"      4605",1242.15
"      4607",2201.28
"      4624",1886.81
"      4701",2279.9
"      4703",1242.15
"      4710",1478.0
"      4719",1242.15
"      4721",1242.15
"      4726",1383.66
"      4731",1242.15
"      4739",1242.15
"      4740",1242.15
"      4741",1478.0
"      4742",1965.43
"      4743",1242.15
"      4746",1242.15
"      4750",1965.43
"      4755",1242.15
"      4764",846.08
"      4766",846.08
"      4767",1965.43
"      4768",1478.0
"      4769",1965.43
"      4771",1242.15
"      4776",846.08
"      4778",1383.66
"      4779",889.16
"      4780",1242.15
"      4785",1242.15
"      4789",1242.15
"      4794",1336.49
"      4807",1242.15
"      4815",1242.15
"      4817",1242.15
"      4823",846.08
"      4843",1478.0
"      4844",846.08
"      4845",1478.0
"      4846",1242.15
"      4850",1242.15
"      4860",846.08
"      4864",846.08
"      4866",846.08
"      4868",1242.15
"      4869",846.08
"      4872",1965.43
"      4878",1242.15
"      4879",846.08
"      4880",2201.28
"      4881",846.08
"      4883",1965.43
"      4886",1242.15
"      4889",1242.15
"      4893",1635.24
"      4897",1965.43
"      4908",1242.15
"      4910",1242.15
"      4914",846.08
"      4916",1242.15
"      4918",1242.15
"      4919",1478.0
"      5033",1242.15
"      5034",1242.15
"      5035",1242.15
"      5041",1242.15
"      5042",1242.15
"      5045",1242.15
"      5051",1383.66
"      5053",1886.81
"      5056",833.66
"      5057",833.66
"      5059",1242.15
"      5061",1242.15
"      5068",833.66
"      5072",1242.15
"      5074",1478.0
"      5076",1242.15
"      5077",1242.15
"      5081",1242.15
"      5085",1242.15
"      5086",1242.15
"      5090",1242.15
"      5094",1886.81
"      5104",1242.15
"      5105",1242.15
"      5107",1242.15
"      5108",851.1
"      5110",833.66
"      5111",1242.15
"      5114",1383.66
"      5118",1242.15
"      5119",1242.15
"      5120",1383.66
"      5128",833.66
"      5129",876.11
"      5134",1478.0
"      5135",1383.66
"      5137",1242.15
"      5139",1242.15
"      5140",1478.0
"      5144",1242.15
"      5145",3066.07
"      5147",1383.66
"      5148",1242.15
"      5153",833.66
"      5155",1016.99
"      5156",1016.99
"      5159",916.05
"      5172",889.16
"      5173",889.16
"      5176",1289.32
"      5177",1336.49
"      5179",1016.99
"      5180",1016.99
"      5181",1016.99
"      5182",1430.83
